filepath,category,word_count
Economics/doc_0144.txt,Economics,103
Economics/doc_0145.txt,Economics,141
Economics/doc_0146.txt,Economics,151
Economics/doc_0147.txt,Economics,165
Economics/doc_0148.txt,Economics,162
Economics/doc_0149.txt,Economics,113
Economics/doc_0150.txt,Economics,166
Economics/doc_0151.txt,Economics,91
Economics/doc_0152.txt,Economics,93
Economics/doc_0153.txt,Economics,112
Economics/doc_0154.txt,Economics,137
Economics/doc_0155.txt,Economics,130
Economics/doc_0156.txt,Economics,109
Economics/doc_0157.txt,Economics,107
Economics/doc_0158.txt,Economics,125
Economics/doc_0159.txt,Economics,152
Economics/doc_0160.txt,Economics,139
Economics/doc_0161.txt,Economics,131
Economics/doc_0162.txt,Economics,96
Economics/doc_0163.txt,Economics,127
Economics/doc_0164.txt,Economics,154
Economics/doc_0165.txt,Economics,143
Economics/doc_0166.txt,Economics,101
Economics/doc_0167.txt,Economics,136
Economics/doc_0168.txt,Economics,132
Economics/doc_0169.txt,Economics,135
Economics/doc_0170.txt,Economics,157
Economics/doc_0171.txt,Economics,106
Economics/doc_0172.txt,Economics,97
Economics/doc_0173.txt,Economics,150
Economics/doc_0174.txt,Economics,145
Economics/doc_0175.txt,Economics,92
Economics/doc_0176.txt,Economics,105
Economics/doc_0177.txt,Economics,157
Economics/doc_0178.txt,Economics,135
Economics/doc_0179.txt,Economics,113
Economics/doc_0180.txt,Economics,138
Economics/doc_0181.txt,Economics,139
Economics/doc_0182.txt,Economics,110
Economics/doc_0183.txt,Economics,96
Economics/doc_0184.txt,Economics,145
Economics/doc_0185.txt,Economics,104
Economics/doc_0186.txt,Economics,162
Economics/doc_0187.txt,Economics,124
Economics/doc_0188.txt,Economics,94
Economics/doc_0189.txt,Economics,148
Economics/doc_0190.txt,Economics,167
Economics/doc_0191.txt,Economics,140
Economics/doc_0192.txt,Economics,113
Economics/doc_0193.txt,Economics,120
Economics/doc_0194.txt,Economics,133
Economics/doc_0195.txt,Economics,140
Economics/doc_0196.txt,Economics,93
Economics/doc_0197.txt,Economics,97
Economics/doc_0198.txt,Economics,159
Economics/doc_0199.txt,Economics,107
Economics/doc_0200.txt,Economics,160
Economics/doc_0201.txt,Economics,156
Economics/doc_0202.txt,Economics,105
Economics/doc_0203.txt,Economics,86
Economics/doc_0204.txt,Economics,137
Economics/doc_0205.txt,Economics,97
Economics/doc_0206.txt,Economics,95
Economics/doc_0207.txt,Economics,121
Economics/doc_0208.txt,Economics,104
Economics/doc_0209.txt,Economics,150
Economics/doc_0210.txt,Economics,111
Economics/doc_0211.txt,Economics,93
Economics/doc_0212.txt,Economics,142
Economics/doc_0213.txt,Economics,119
Economics/doc_0214.txt,Economics,98
Economics/doc_0215.txt,Economics,133
Economics/doc_0216.txt,Economics,151
Economics/doc_0217.txt,Economics,112
Economics/doc_0218.txt,Economics,105
Economics/doc_0219.txt,Economics,95
Economics/doc_0220.txt,Economics,130
Economics/doc_0221.txt,Economics,139
Economics/doc_0222.txt,Economics,135
Economics/doc_0223.txt,Economics,119
Economics/doc_0224.txt,Economics,161
Economics/doc_0225.txt,Economics,154
Economics/doc_0226.txt,Economics,82
Economics/doc_0227.txt,Economics,171
Economics/doc_0228.txt,Economics,158
Economics/doc_0229.txt,Economics,117
Economics/doc_0230.txt,Economics,102
Economics/doc_0231.txt,Economics,134
Economics/doc_0232.txt,Economics,139
Economics/doc_0233.txt,Economics,93
Economics/doc_0234.txt,Economics,135
Economics/doc_0235.txt,Economics,143
Economics/doc_0236.txt,Economics,149
Economics/doc_0237.txt,Economics,102
Economics/doc_0238.txt,Economics,114
Economics/doc_0239.txt,Economics,88
Economics/doc_0240.txt,Economics,120
Economics/doc_0241.txt,Economics,142
Economics/doc_0242.txt,Economics,134
Economics/doc_0243.txt,Economics,94
Economics/doc_0244.txt,Economics,134
Economics/doc_0245.txt,Economics,111
Economics/doc_0246.txt,Economics,157
Economics/doc_0247.txt,Economics,131
Economics/doc_0248.txt,Economics,146
Economics/doc_0249.txt,Economics,152
Economics/doc_0250.txt,Economics,113
Entertainment/doc_0001.txt,Entertainment,85
Entertainment/doc_0002.txt,Entertainment,154
Entertainment/doc_0003.txt,Entertainment,109
Entertainment/doc_0004.txt,Entertainment,104
Entertainment/doc_0005.txt,Entertainment,126
Entertainment/doc_0006.txt,Entertainment,149
Entertainment/doc_0007.txt,Entertainment,91
Entertainment/doc_0008.txt,Entertainment,118
Entertainment/doc_0009.txt,Entertainment,159
Entertainment/doc_0010.txt,Entertainment,111
Entertainment/doc_0011.txt,Entertainment,133
Entertainment/doc_0012.txt,Entertainment,144
Entertainment/doc_0013.txt,Entertainment,154
Entertainment/doc_0014.txt,Entertainment,134
Entertainment/doc_0015.txt,Entertainment,142
Entertainment/doc_0016.txt,Entertainment,150
Entertainment/doc_0017.txt,Entertainment,129
Entertainment/doc_0018.txt,Entertainment,95
Entertainment/doc_0019.txt,Entertainment,102
Entertainment/doc_0020.txt,Entertainment,109
Entertainment/doc_0021.txt,Entertainment,87
Entertainment/doc_0022.txt,Entertainment,91
Entertainment/doc_0023.txt,Entertainment,139
Entertainment/doc_0024.txt,Entertainment,134
Entertainment/doc_0025.txt,Entertainment,101
Entertainment/doc_0026.txt,Entertainment,144
Entertainment/doc_0027.txt,Entertainment,135
Entertainment/doc_0028.txt,Entertainment,93
Entertainment/doc_0029.txt,Entertainment,141
Entertainment/doc_0030.txt,Entertainment,132
Entertainment/doc_0031.txt,Entertainment,113
Entertainment/doc_0032.txt,Entertainment,101
Entertainment/doc_0033.txt,Entertainment,138
Entertainment/doc_0034.txt,Entertainment,141
Entertainment/doc_0035.txt,Entertainment,151
Entertainment/doc_0036.txt,Entertainment,163
Entertainment/doc_0037.txt,Entertainment,140
Entertainment/doc_0038.txt,Entertainment,110
Entertainment/doc_0039.txt,Entertainment,148
Entertainment/doc_0040.txt,Entertainment,79
Entertainment/doc_0041.txt,Entertainment,115
Entertainment/doc_0042.txt,Entertainment,91
Entertainment/doc_0043.txt,Entertainment,134
Entertainment/doc_0044.txt,Entertainment,97
Entertainment/doc_0045.txt,Entertainment,95
Entertainment/doc_0046.txt,Entertainment,161
Entertainment/doc_0047.txt,Entertainment,110
Entertainment/doc_0048.txt,Entertainment,121
Entertainment/doc_0049.txt,Entertainment,134
Entertainment/doc_0050.txt,Entertainment,116
Entertainment/doc_0051.txt,Entertainment,153
Entertainment/doc_0052.txt,Entertainment,143
Entertainment/doc_0053.txt,Entertainment,140
Entertainment/doc_0054.txt,Entertainment,107
Entertainment/doc_0055.txt,Entertainment,92
Entertainment/doc_0056.txt,Entertainment,125
Entertainment/doc_0057.txt,Entertainment,147
Entertainment/doc_0058.txt,Entertainment,122
Entertainment/doc_0059.txt,Entertainment,157
Entertainment/doc_0060.txt,Entertainment,125
Entertainment/doc_0061.txt,Entertainment,83
Entertainment/doc_0062.txt,Entertainment,138
Entertainment/doc_0063.txt,Entertainment,125
Entertainment/doc_0064.txt,Entertainment,100
Entertainment/doc_0065.txt,Entertainment,163
Entertainment/doc_0066.txt,Entertainment,124
Entertainment/doc_0067.txt,Entertainment,87
Entertainment/doc_0068.txt,Entertainment,152
Entertainment/doc_0069.txt,Entertainment,158
Entertainment/doc_0070.txt,Entertainment,143
Entertainment/doc_0071.txt,Entertainment,121
Entertainment/doc_0072.txt,Entertainment,148
Entertainment/doc_0073.txt,Entertainment,109
Entertainment/doc_0074.txt,Entertainment,102
Entertainment/doc_0075.txt,Entertainment,153
Entertainment/doc_0076.txt,Entertainment,117
Entertainment/doc_0077.txt,Entertainment,114
Entertainment/doc_0078.txt,Entertainment,113
Entertainment/doc_0079.txt,Entertainment,133
Entertainment/doc_0080.txt,Entertainment,142
Entertainment/doc_0081.txt,Entertainment,142
Entertainment/doc_0082.txt,Entertainment,111
Entertainment/doc_0083.txt,Entertainment,87
Entertainment/doc_0084.txt,Entertainment,152
Entertainment/doc_0085.txt,Entertainment,136
Entertainment/doc_0086.txt,Entertainment,116
Entertainment/doc_0087.txt,Entertainment,98
Entertainment/doc_0088.txt,Entertainment,99
Entertainment/doc_0089.txt,Entertainment,112
Entertainment/doc_0090.txt,Entertainment,149
Entertainment/doc_0091.txt,Entertainment,94
Entertainment/doc_0092.txt,Entertainment,142
Entertainment/doc_0093.txt,Entertainment,123
Entertainment/doc_0094.txt,Entertainment,83
Entertainment/doc_0095.txt,Entertainment,127
Entertainment/doc_0096.txt,Entertainment,145
Entertainment/doc_0097.txt,Entertainment,127
Entertainment/doc_0098.txt,Entertainment,106
Entertainment/doc_0099.txt,Entertainment,87
Entertainment/doc_0100.txt,Entertainment,92
Entertainment/doc_0101.txt,Entertainment,151
Entertainment/doc_0102.txt,Entertainment,154
Entertainment/doc_0103.txt,Entertainment,103
Entertainment/doc_0104.txt,Entertainment,103
Entertainment/doc_0105.txt,Entertainment,133
Entertainment/doc_0106.txt,Entertainment,126
Entertainment/doc_0107.txt,Entertainment,117
Entertainment/doc_0108.txt,Entertainment,119
Entertainment/doc_0109.txt,Entertainment,96
Entertainment/doc_0110.txt,Entertainment,145
Entertainment/doc_0111.txt,Entertainment,132
Entertainment/doc_0112.txt,Entertainment,120
Entertainment/doc_0113.txt,Entertainment,109
Entertainment/doc_0114.txt,Entertainment,94
Entertainment/doc_0115.txt,Entertainment,158
Entertainment/doc_0116.txt,Entertainment,108
Entertainment/doc_0117.txt,Entertainment,106
Entertainment/doc_0118.txt,Entertainment,123
Entertainment/doc_0119.txt,Entertainment,96
Entertainment/doc_0120.txt,Entertainment,158
Entertainment/doc_0121.txt,Entertainment,156
Entertainment/doc_0122.txt,Entertainment,137
Entertainment/doc_0123.txt,Entertainment,142
Entertainment/doc_0124.txt,Entertainment,159
Entertainment/doc_0125.txt,Entertainment,150
Entertainment/doc_0126.txt,Entertainment,111
Entertainment/doc_0127.txt,Entertainment,151
Entertainment/doc_0128.txt,Entertainment,134
Entertainment/doc_0129.txt,Entertainment,87
Entertainment/doc_0130.txt,Entertainment,161
Entertainment/doc_0131.txt,Entertainment,133
Entertainment/doc_0132.txt,Entertainment,134
Entertainment/doc_0133.txt,Entertainment,135
Entertainment/doc_0134.txt,Entertainment,164
Entertainment/doc_0135.txt,Entertainment,128
Entertainment/doc_0136.txt,Entertainment,153
Entertainment/doc_0137.txt,Entertainment,108
Entertainment/doc_0138.txt,Entertainment,90
Entertainment/doc_0139.txt,Entertainment,122
Entertainment/doc_0140.txt,Entertainment,144
Entertainment/doc_0141.txt,Entertainment,116
Entertainment/doc_0142.txt,Entertainment,84
Entertainment/doc_0143.txt,Entertainment,96
Entertainment/doc_0144.txt,Entertainment,94
Entertainment/doc_0145.txt,Entertainment,116
Entertainment/doc_0146.txt,Entertainment,94
Entertainment/doc_0147.txt,Entertainment,103
Entertainment/doc_0148.txt,Entertainment,110
Entertainment/doc_0149.txt,Entertainment,90
Entertainment/doc_0150.txt,Entertainment,91
Entertainment/doc_0151.txt,Entertainment,109
Entertainment/doc_0152.txt,Entertainment,150
Entertainment/doc_0153.txt,Entertainment,136
Entertainment/doc_0154.txt,Entertainment,132
Entertainment/doc_0155.txt,Entertainment,122
Entertainment/doc_0156.txt,Entertainment,126
Entertainment/doc_0157.txt,Entertainment,132
Entertainment/doc_0158.txt,Entertainment,134
Entertainment/doc_0159.txt,Entertainment,131
Entertainment/doc_0160.txt,Entertainment,106
Entertainment/doc_0161.txt,Entertainment,118
Entertainment/doc_0162.txt,Entertainment,86
Entertainment/doc_0163.txt,Entertainment,105
Entertainment/doc_0164.txt,Entertainment,115
Entertainment/doc_0165.txt,Entertainment,95
Entertainment/doc_0166.txt,Entertainment,153
Entertainment/doc_0167.txt,Entertainment,92
Entertainment/doc_0168.txt,Entertainment,122
Entertainment/doc_0169.txt,Entertainment,146
Entertainment/doc_0170.txt,Entertainment,94
Entertainment/doc_0171.txt,Entertainment,124
Entertainment/doc_0172.txt,Entertainment,112
Entertainment/doc_0173.txt,Entertainment,134
Entertainment/doc_0174.txt,Entertainment,133
Entertainment/doc_0175.txt,Entertainment,100
Entertainment/doc_0176.txt,Entertainment,128
Entertainment/doc_0177.txt,Entertainment,112
Entertainment/doc_0178.txt,Entertainment,105
Entertainment/doc_0179.txt,Entertainment,144
Entertainment/doc_0180.txt,Entertainment,100
Entertainment/doc_0181.txt,Entertainment,111
Entertainment/doc_0182.txt,Entertainment,89
Entertainment/doc_0183.txt,Entertainment,115
Entertainment/doc_0184.txt,Entertainment,96
Entertainment/doc_0185.txt,Entertainment,125
Entertainment/doc_0186.txt,Entertainment,149
Entertainment/doc_0187.txt,Entertainment,95
Entertainment/doc_0188.txt,Entertainment,135
Entertainment/doc_0189.txt,Entertainment,140
Entertainment/doc_0190.txt,Entertainment,130
Entertainment/doc_0191.txt,Entertainment,101
Entertainment/doc_0192.txt,Entertainment,81
Entertainment/doc_0193.txt,Entertainment,100
Entertainment/doc_0194.txt,Entertainment,99
Entertainment/doc_0195.txt,Entertainment,135
Entertainment/doc_0196.txt,Entertainment,155
Entertainment/doc_0197.txt,Entertainment,109
Entertainment/doc_0198.txt,Entertainment,130
Entertainment/doc_0199.txt,Entertainment,108
Entertainment/doc_0200.txt,Entertainment,130
Entertainment/doc_0201.txt,Entertainment,90
Entertainment/doc_0202.txt,Entertainment,101
Entertainment/doc_0203.txt,Entertainment,102
Entertainment/doc_0204.txt,Entertainment,113
Entertainment/doc_0205.txt,Entertainment,91
Entertainment/doc_0206.txt,Entertainment,98
Entertainment/doc_0207.txt,Entertainment,124
Entertainment/doc_0208.txt,Entertainment,150
Entertainment/doc_0209.txt,Entertainment,121
Entertainment/doc_0210.txt,Entertainment,140
Entertainment/doc_0211.txt,Entertainment,130
Entertainment/doc_0212.txt,Entertainment,156
Entertainment/doc_0213.txt,Entertainment,111
Entertainment/doc_0214.txt,Entertainment,148
Entertainment/doc_0215.txt,Entertainment,158
Entertainment/doc_0216.txt,Entertainment,117
Entertainment/doc_0217.txt,Entertainment,151
Entertainment/doc_0218.txt,Entertainment,104
Entertainment/doc_0219.txt,Entertainment,131
Entertainment/doc_0220.txt,Entertainment,150
Entertainment/doc_0221.txt,Entertainment,120
Entertainment/doc_0222.txt,Entertainment,148
Entertainment/doc_0223.txt,Entertainment,101
Entertainment/doc_0224.txt,Entertainment,132
Entertainment/doc_0225.txt,Entertainment,138
Entertainment/doc_0226.txt,Entertainment,147
Entertainment/doc_0227.txt,Entertainment,119
Entertainment/doc_0228.txt,Entertainment,104
Entertainment/doc_0229.txt,Entertainment,122
Entertainment/doc_0230.txt,Entertainment,99
Entertainment/doc_0231.txt,Entertainment,95
Entertainment/doc_0232.txt,Entertainment,142
Entertainment/doc_0233.txt,Entertainment,90
Entertainment/doc_0234.txt,Entertainment,81
Entertainment/doc_0235.txt,Entertainment,126
Entertainment/doc_0236.txt,Entertainment,110
Entertainment/doc_0237.txt,Entertainment,82
Entertainment/doc_0238.txt,Entertainment,96
Entertainment/doc_0239.txt,Entertainment,139
Entertainment/doc_0240.txt,Entertainment,123
Entertainment/doc_0241.txt,Entertainment,146
Entertainment/doc_0242.txt,Entertainment,144
Entertainment/doc_0243.txt,Entertainment,116
Entertainment/doc_0244.txt,Entertainment,153
Entertainment/doc_0245.txt,Entertainment,80
Entertainment/doc_0246.txt,Entertainment,90
Entertainment/doc_0247.txt,Entertainment,80
Entertainment/doc_0248.txt,Entertainment,146
Entertainment/doc_0249.txt,Entertainment,96
Entertainment/doc_0250.txt,Entertainment,155
Politics/doc_0001.txt,Politics,139
Politics/doc_0002.txt,Politics,106
Politics/doc_0003.txt,Politics,126
Politics/doc_0004.txt,Politics,112
Politics/doc_0005.txt,Politics,114
Politics/doc_0006.txt,Politics,127
Politics/doc_0007.txt,Politics,99
Politics/doc_0008.txt,Politics,122
Politics/doc_0009.txt,Politics,127
Politics/doc_0010.txt,Politics,107
Politics/doc_0011.txt,Politics,95
Politics/doc_0012.txt,Politics,93
Politics/doc_0013.txt,Politics,139
Politics/doc_0014.txt,Politics,89
Politics/doc_0015.txt,Politics,136
Politics/doc_0016.txt,Politics,127
Politics/doc_0017.txt,Politics,95
Politics/doc_0018.txt,Politics,136
Politics/doc_0019.txt,Politics,106
Politics/doc_0020.txt,Politics,87
Politics/doc_0021.txt,Politics,124
Politics/doc_0022.txt,Politics,156
Politics/doc_0023.txt,Politics,143
Politics/doc_0024.txt,Politics,101
Politics/doc_0025.txt,Politics,106
Politics/doc_0026.txt,Politics,153
Politics/doc_0027.txt,Politics,148
Politics/doc_0028.txt,Politics,151
Politics/doc_0029.txt,Politics,121
Politics/doc_0030.txt,Politics,141
Politics/doc_0031.txt,Politics,121
Politics/doc_0032.txt,Politics,118
Politics/doc_0033.txt,Politics,105
Politics/doc_0034.txt,Politics,95
Politics/doc_0035.txt,Politics,138
Politics/doc_0036.txt,Politics,148
Politics/doc_0037.txt,Politics,131
Politics/doc_0038.txt,Politics,118
Politics/doc_0039.txt,Politics,121
Politics/doc_0040.txt,Politics,119
Politics/doc_0041.txt,Politics,111
Politics/doc_0042.txt,Politics,149
Politics/doc_0043.txt,Politics,86
Politics/doc_0044.txt,Politics,133
Politics/doc_0045.txt,Politics,152
Politics/doc_0046.txt,Politics,91
Politics/doc_0047.txt,Politics,134
Politics/doc_0048.txt,Politics,121
Politics/doc_0049.txt,Politics,119
Politics/doc_0050.txt,Politics,156
Politics/doc_0051.txt,Politics,92
Politics/doc_0052.txt,Politics,123
Politics/doc_0053.txt,Politics,128
Politics/doc_0054.txt,Politics,140
Politics/doc_0055.txt,Politics,109
Politics/doc_0056.txt,Politics,124
Politics/doc_0057.txt,Politics,88
Politics/doc_0058.txt,Politics,145
Politics/doc_0059.txt,Politics,155
Politics/doc_0060.txt,Politics,125
Politics/doc_0061.txt,Politics,154
Politics/doc_0062.txt,Politics,159
Politics/doc_0063.txt,Politics,102
Politics/doc_0064.txt,Politics,100
Politics/doc_0065.txt,Politics,149
Politics/doc_0066.txt,Politics,151
Politics/doc_0067.txt,Politics,138
Politics/doc_0068.txt,Politics,107
Politics/doc_0069.txt,Politics,116
Politics/doc_0070.txt,Politics,141
Politics/doc_0071.txt,Politics,120
Politics/doc_0072.txt,Politics,133
Politics/doc_0073.txt,Politics,152
Politics/doc_0074.txt,Politics,134
Politics/doc_0075.txt,Politics,97
Politics/doc_0076.txt,Politics,120
Politics/doc_0077.txt,Politics,111
Politics/doc_0078.txt,Politics,147
Politics/doc_0079.txt,Politics,107
Politics/doc_0080.txt,Politics,150
Politics/doc_0081.txt,Politics,96
Politics/doc_0082.txt,Politics,137
Politics/doc_0083.txt,Politics,128
Politics/doc_0084.txt,Politics,106
Politics/doc_0085.txt,Politics,125
Politics/doc_0086.txt,Politics,121
Politics/doc_0087.txt,Politics,90
Politics/doc_0088.txt,Politics,136
Politics/doc_0089.txt,Politics,155
Politics/doc_0090.txt,Politics,107
Politics/doc_0091.txt,Politics,106
Politics/doc_0092.txt,Politics,104
Politics/doc_0093.txt,Politics,154
Politics/doc_0094.txt,Politics,102
Politics/doc_0095.txt,Politics,91
Politics/doc_0096.txt,Politics,89
Politics/doc_0097.txt,Politics,148
Politics/doc_0098.txt,Politics,94
Politics/doc_0099.txt,Politics,96
Politics/doc_0100.txt,Politics,91
Politics/doc_0101.txt,Politics,102
Politics/doc_0102.txt,Politics,90
Politics/doc_0103.txt,Politics,109
Politics/doc_0104.txt,Politics,91
Politics/doc_0105.txt,Politics,127
Politics/doc_0106.txt,Politics,135
Politics/doc_0107.txt,Politics,108
Politics/doc_0108.txt,Politics,137
Politics/doc_0109.txt,Politics,159
Politics/doc_0110.txt,Politics,94
Politics/doc_0111.txt,Politics,140
Politics/doc_0112.txt,Politics,106
Politics/doc_0113.txt,Politics,148
Politics/doc_0114.txt,Politics,134
Politics/doc_0115.txt,Politics,87
Politics/doc_0116.txt,Politics,162
Politics/doc_0117.txt,Politics,137
Politics/doc_0118.txt,Politics,156
Politics/doc_0119.txt,Politics,148
Politics/doc_0120.txt,Politics,125
Politics/doc_0121.txt,Politics,104
Politics/doc_0122.txt,Politics,118
Politics/doc_0123.txt,Politics,153
Politics/doc_0124.txt,Politics,92
Politics/doc_0125.txt,Politics,127
Politics/doc_0126.txt,Politics,158
Politics/doc_0127.txt,Politics,135
Politics/doc_0128.txt,Politics,139
Politics/doc_0129.txt,Politics,143
Politics/doc_0130.txt,Politics,107
Politics/doc_0131.txt,Politics,109
Politics/doc_0132.txt,Politics,107
Politics/doc_0133.txt,Politics,147
Politics/doc_0134.txt,Politics,105
Politics/doc_0135.txt,Politics,123
Politics/doc_0136.txt,Politics,122
Politics/doc_0137.txt,Politics,133
Politics/doc_0138.txt,Politics,125
Politics/doc_0139.txt,Politics,158
Politics/doc_0140.txt,Politics,165
Politics/doc_0141.txt,Politics,124
Politics/doc_0142.txt,Politics,93
Politics/doc_0143.txt,Politics,146
Politics/doc_0144.txt,Politics,140
Politics/doc_0145.txt,Politics,112
Politics/doc_0146.txt,Politics,135
Politics/doc_0147.txt,Politics,120
Politics/doc_0148.txt,Politics,94
Politics/doc_0149.txt,Politics,145
Politics/doc_0150.txt,Politics,128
Politics/doc_0151.txt,Politics,153
Politics/doc_0152.txt,Politics,129
Politics/doc_0153.txt,Politics,166
Politics/doc_0154.txt,Politics,108
Politics/doc_0155.txt,Politics,95
Politics/doc_0156.txt,Politics,111
Politics/doc_0157.txt,Politics,84
Politics/doc_0158.txt,Politics,91
Politics/doc_0159.txt,Politics,132
Politics/doc_0160.txt,Politics,106
Politics/doc_0161.txt,Politics,143
Politics/doc_0162.txt,Politics,157
Politics/doc_0163.txt,Politics,130
Politics/doc_0164.txt,Politics,139
Politics/doc_0165.txt,Politics,130
Politics/doc_0166.txt,Politics,102
Politics/doc_0167.txt,Politics,136
Politics/doc_0168.txt,Politics,90
Politics/doc_0169.txt,Politics,156
Politics/doc_0170.txt,Politics,151
Politics/doc_0171.txt,Politics,126
Politics/doc_0172.txt,Politics,134
Politics/doc_0173.txt,Politics,134
Politics/doc_0174.txt,Politics,147
Politics/doc_0175.txt,Politics,150
Politics/doc_0176.txt,Politics,128
Politics/doc_0177.txt,Politics,155
Politics/doc_0178.txt,Politics,92
Politics/doc_0179.txt,Politics,163
Politics/doc_0180.txt,Politics,132
Politics/doc_0181.txt,Politics,131
Politics/doc_0182.txt,Politics,145
Politics/doc_0183.txt,Politics,110
